symbol,shortName,price,changePct,volume
RVI,Robinhood Ventures Fund I,73.71,37.8,4249918
OUST,"Ouster, Inc.",34.17,26.09,14626439
VNET,"VNET Group, Inc.",11.28,25.06,63976116
TSEM,Tower Semiconductor Ltd.,270.77,22.61,6079470
AAOI,"Applied Optoelectronics, Inc.",223.1,18.49,18095788
KC,Kingsoft Cloud Holdings Limited,17.92,17.05,4395338
WOLF,"Wolfspeed, Inc.",62.6,16.53,33650550
AUR,"Aurora Innovation, Inc.",8.4,16.34,57912392
NBIS,Nebius Group N.V.,207.27,15.72,38578081
VSH,"Vishay Intertechnology, Inc.",38.5,14.48,11833755
LWLG,"Lightwave Logic, Inc.",18.215,14.34,11871415
MBLY,Mobileye Global Inc.,10.53,14.08,17031103
VEON,VEON Ltd.,56.89,13.78,301086
F,Ford Motor Company,13.57,13.18,215610834
HSAI,Hesai Group,24.04,12.39,3009019
